fname,processing_timestamp,IS,IV,M10_hour,M10_mean_activity,L5_hour,L5_mean_activity
DWJ_left upper arm_111238_2026-07-21 18-46-10_60s.csv,2026-07-24T09:44:23,0.42375155087639743,1.127717780909714,15,166.20100346996753,3,108.72399166666668
