fname,processing_timestamp,IS,IV,M10_hour,M10_mean_activity,L5_hour,L5_mean_activity
DWJ_left wrist_111243_2026-07-21 18-32-14_60s.csv,2026-07-24T09:44:26,0.5002088556261951,0.822766993160084,15,242.7597264458198,2,131.87494285714286
