fname,processing_timestamp,IS,IV,M10_hour,M10_mean_activity,L5_hour,L5_mean_activity
dan-wearing-evice-17-days-with-some-missing-nights-2026-03-24 08-32-30_60s.csv,2026-05-29T07:54:22,0.27418664517110636,0.5894661495774807,15,116.95482740950757,3,60.217222616128346
