fname,processing_timestamp,IS,IV,M10_hour,M10_mean_activity,L5_hour,L5_mean_activity
DWJ_left ankle_111244_2026-07-21 18-38-05_60s.csv,2026-07-24T09:44:20,0.28725788925787576,1.6840724568218073,15,204.65770187238502,3,141.2397138888889
