fname,processing_timestamp,IS,IV,M10_hour,M10_mean_activity,L5_hour,L5_mean_activity
CD000test_left wrist_109418_2025-08-28 12-14-52_60s.csv,2026-07-10T08:16:42,0.07445902682592376,0.48940613075758616,9,73.717493668875,1,57.89261096491228
